label,timestamp,animal_id,temperatura_corporal_prom,hubo_rumia,frec_cardiaca_prom,rmssd,sdnn,hubo_vocalizacion,latitud,longitud,metros_recorridos,velocidad_movimiento_prom
subclinica,2025-06-01 23:55:00,BOV_015,39.27,1,68.9,33.6,45.2,0,-34.629313,-60.962179,70.0,0.84
subclinica,2025-06-02 00:00:00,BOV_015,38.41,0,64.7,47.0,61.0,0,-34.629313,-60.962179,81.7,0.98
subclinica,2025-06-02 00:05:00,BOV_015,38.44,0,83.0,52.1,65.9,0,-34.629313,-60.96218,45.0,0.54
subclinica,2025-06-02 00:10:00,BOV_015,38.98,0,65.7,27.0,30.5,0,-34.629313,-60.96218,185.8,2.23
subclinica,2025-06-02 00:15:00,BOV_015,37.68,1,63.5,26.5,33.1,1,-34.629313,-60.96218,113.3,1.36
subclinica,2025-06-02 00:20:00,BOV_015,39.39,1,73.9,23.8,30.7,0,-34.629313,-60.96218,76.7,0.92
subclinica,2025-06-02 00:25:00,BOV_015,38.84,0,71.1,24.7,36.1,0,-34.629313,-60.96218,0.0,0.0
subclinica,2025-06-02 00:30:00,BOV_015,39.15,0,59.2,26.7,39.5,1,-34.629313,-60.96218,3.3,0.04
subclinica,2025-06-02 00:35:00,BOV_015,39.47,0,72.5,29.7,37.5,0,-34.629313,-60.96218,93.3,1.12
subclinica,2025-06-02 00:40:00,BOV_015,40.2,0,75.0,39.5,53.1,0,-34.629313,-60.96218,42.5,0.51
subclinica,2025-06-02 00:45:00,BOV_015,39.03,0,82.0,23.9,32.8,0,-34.629313,-60.96218,28.3,0.34
subclinica,2025-06-02 00:50:00,BOV_015,40.01,0,83.0,18.9,26.3,0,-34.629312,-60.96218,21.7,0.26
subclinica,2025-06-02 00:55:00,BOV_015,40.14,0,61.0,38.8,51.7,0,-34.629312,-60.96218,93.3,1.12
subclinica,2025-06-02 01:00:00,BOV_015,39.02,0,70.7,21.6,25.6,0,-34.629312,-60.96218,36.7,0.44
subclinica,2025-06-02 01:05:00,BOV_015,39.64,0,74.4,18.7,23.7,0,-34.629312,-60.96218,70.8,0.85
subclinica,2025-06-02 01:10:00,BOV_015,38.6,1,65.5,38.3,55.9,0,-34.629312,-60.96218,36.7,0.44
subclinica,2025-06-02 01:15:00,BOV_015,38.32,0,65.7,19.5,23.9,0,-34.629311,-60.962179,125.8,1.51
subclinica,2025-06-02 01:20:00,BOV_015,39.87,0,85.5,34.3,45.4,0,-34.629311,-60.962179,0.0,0.0
subclinica,2025-06-02 01:25:00,BOV_015,38.51,0,71.8,32.6,46.7,1,-34.629311,-60.962179,61.7,0.74
subclinica,2025-06-02 01:30:00,BOV_015,40.51,0,79.8,33.5,38.2,0,-34.629311,-60.962178,110.0,1.32
subclinica,2025-06-02 01:35:00,BOV_015,38.47,0,72.7,20.7,29.0,0,-34.629311,-60.962178,0.0,0.0
subclinica,2025-06-02 01:40:00,BOV_015,38.92,0,71.9,37.4,46.6,0,-34.629311,-60.962178,1.7,0.02
subclinica,2025-06-02 01:45:00,BOV_015,38.4,0,64.1,28.0,36.4,0,-34.629311,-60.962178,40.0,0.48
subclinica,2025-06-02 01:50:00,BOV_015,39.04,1,76.9,31.6,37.9,0,-34.629311,-60.962177,129.2,1.55
subclinica,2025-06-02 01:55:00,BOV_015,39.13,0,80.1,26.1,35.7,0,-34.629311,-60.962177,62.5,0.75
subclinica,2025-06-02 02:00:00,BOV_015,38.5,1,92.6,25.6,36.6,0,-34.629311,-60.962177,43.3,0.52
subclinica,2025-06-02 02:05:00,BOV_015,38.05,1,71.6,41.1,50.8,1,-34.629311,-60.962177,59.2,0.71
subclinica,2025-06-02 02:10:00,BOV_015,39.07,0,80.0,26.9,31.5,0,-34.629311,-60.962177,86.7,1.04
subclinica,2025-06-02 02:15:00,BOV_015,37.79,1,81.4,31.7,36.2,0,-34.629311,-60.962177,65.0,0.78
subclinica,2025-06-02 02:20:00,BOV_015,38.99,0,75.4,30.0,43.3,0,-34.629311,-60.962177,22.5,0.27
subclinica,2025-06-02 02:25:00,BOV_015,39.3,0,69.8,29.8,35.5,0,-34.629311,-60.962177,56.7,0.68
subclinica,2025-06-02 02:30:00,BOV_015,39.9,1,72.9,47.2,60.8,1,-34.629311,-60.962176,83.3,1.0
subclinica,2025-06-02 02:35:00,BOV_015,39.59,0,73.4,21.0,26.6,0,-34.629311,-60.962176,109.2,1.31
subclinica,2025-06-02 02:40:00,BOV_015,39.9,0,78.4,26.2,33.0,0,-34.629311,-60.962175,55.0,0.66
subclinica,2025-06-02 02:45:00,BOV_015,39.26,1,94.3,17.7,21.0,0,-34.629311,-60.962175,100.8,1.21
subclinica,2025-06-02 02:50:00,BOV_015,38.47,1,80.5,26.0,30.2,0,-34.629311,-60.962175,23.3,0.28
subclinica,2025-06-02 02:55:00,BOV_015,39.65,1,57.6,25.9,33.1,0,-34.629311,-60.962175,108.3,1.3
subclinica,2025-06-02 03:00:00,BOV_015,39.52,1,82.4,18.0,26.6,0,-34.629311,-60.962176,60.0,0.72
subclinica,2025-06-02 03:05:00,BOV_015,39.53,1,71.9,43.4,55.4,0,-34.629311,-60.962176,100.8,1.21
subclinica,2025-06-02 03:10:00,BOV_015,37.99,1,89.2,35.7,52.7,0,-34.62931,-60.962175,130.0,1.56
subclinica,2025-06-02 03:15:00,BOV_015,38.71,0,76.0,37.7,42.6,0,-34.62931,-60.962175,100.0,1.2
subclinica,2025-06-02 03:20:00,BOV_015,39.11,1,73.9,15.0,19.5,0,-34.62931,-60.962175,73.3,0.88
subclinica,2025-06-02 03:25:00,BOV_015,40.22,1,67.7,13.8,15.5,0,-34.62931,-60.962175,59.2,0.71
subclinica,2025-06-02 03:30:00,BOV_015,39.02,1,77.2,32.1,47.3,0,-34.62931,-60.962175,136.7,1.64
subclinica,2025-06-02 03:35:00,BOV_015,39.94,1,72.2,27.1,31.1,0,-34.62931,-60.962175,27.5,0.33
subclinica,2025-06-02 03:40:00,BOV_015,39.96,0,73.5,48.0,69.5,0,-34.62931,-60.962176,83.3,1.0
subclinica,2025-06-02 03:45:00,BOV_015,38.3,1,69.8,30.8,35.2,0,-34.629309,-60.962176,104.2,1.25
subclinica,2025-06-02 03:50:00,BOV_015,38.98,1,81.9,40.9,53.6,0,-34.62931,-60.962176,70.0,0.84
subclinica,2025-06-02 03:55:00,BOV_015,38.23,1,69.1,17.6,21.9,0,-34.62931,-60.962176,0.0,0.0
subclinica,2025-06-02 04:00:00,BOV_015,39.86,0,77.8,17.0,19.5,0,-34.62931,-60.962176,1.7,0.02
subclinica,2025-06-02 04:05:00,BOV_015,38.42,1,63.1,39.1,49.1,0,-34.62931,-60.962175,63.3,0.76
subclinica,2025-06-02 04:10:00,BOV_015,39.72,1,52.0,24.1,31.5,0,-34.62931,-60.962175,0.0,0.0
subclinica,2025-06-02 04:15:00,BOV_015,38.59,0,85.6,36.9,49.1,0,-34.62931,-60.962179,225.8,2.71
subclinica,2025-06-02 04:20:00,BOV_015,39.36,0,56.5,50.6,68.5,0,-34.629311,-60.962179,32.5,0.39
subclinica,2025-06-02 04:25:00,BOV_015,39.58,0,81.4,43.1,48.0,0,-34.629311,-60.962179,118.3,1.42
subclinica,2025-06-02 04:30:00,BOV_015,39.06,0,76.4,30.9,36.8,1,-34.629311,-60.962179,57.5,0.69
subclinica,2025-06-02 04:35:00,BOV_015,37.41,0,62.3,31.9,43.6,0,-34.629311,-60.962179,55.0,0.66
subclinica,2025-06-02 04:40:00,BOV_015,38.87,1,71.4,46.9,65.8,1,-34.629311,-60.962179,0.0,0.0
subclinica,2025-06-02 04:45:00,BOV_015,38.22,0,63.3,17.3,22.7,0,-34.629311,-60.962178,87.5,1.05
subclinica,2025-06-02 04:50:00,BOV_015,39.35,1,72.0,38.7,55.7,0,-34.629311,-60.96218,191.7,2.3
subclinica,2025-06-02 04:55:00,BOV_015,39.43,0,66.6,23.2,31.8,0,-34.629311,-60.96218,0.0,0.0
subclinica,2025-06-02 05:00:00,BOV_015,39.03,1,62.1,46.7,65.9,0,-34.629311,-60.962179,5.0,0.06
subclinica,2025-06-02 05:05:00,BOV_015,38.14,1,77.0,23.9,35.5,1,-34.629312,-60.96218,125.8,1.51
subclinica,2025-06-02 05:10:00,BOV_015,40.25,0,91.0,26.6,35.0,1,-34.629311,-60.96218,48.3,0.58
subclinica,2025-06-02 05:15:00,BOV_015,40.01,0,63.5,34.0,49.2,0,-34.62931,-60.962178,190.8,2.29
subclinica,2025-06-02 05:20:00,BOV_015,39.66,1,88.1,24.9,30.2,0,-34.62931,-60.962178,85.8,1.03
subclinica,2025-06-02 05:25:00,BOV_015,38.1,0,46.7,46.7,58.1,0,-34.62931,-60.962178,70.0,0.84
subclinica,2025-06-02 05:30:00,BOV_015,38.76,1,62.3,30.4,43.4,0,-34.629309,-60.962178,87.5,1.05
subclinica,2025-06-02 05:35:00,BOV_015,38.89,1,72.4,39.2,45.4,1,-34.62931,-60.962178,114.2,1.37
subclinica,2025-06-02 05:40:00,BOV_015,39.55,1,81.4,39.5,48.3,0,-34.629309,-60.962177,111.7,1.34
subclinica,2025-06-02 05:45:00,BOV_015,39.53,1,74.2,26.3,37.2,0,-34.629308,-60.962178,120.0,1.44
subclinica,2025-06-02 05:50:00,BOV_015,40.02,1,81.8,43.9,48.6,0,-34.629308,-60.962178,51.7,0.62
subclinica,2025-06-02 05:55:00,BOV_015,39.72,1,89.1,25.7,36.2,0,-34.629307,-60.962177,105.0,1.26
subclinica,2025-06-02 06:00:00,BOV_015,40.28,0,61.2,29.8,40.1,0,-34.629308,-60.962177,142.5,1.71
subclinica,2025-06-02 06:05:00,BOV_015,38.28,0,85.5,14.0,15.7,1,-34.629309,-60.962177,132.5,1.59
subclinica,2025-06-02 06:10:00,BOV_015,40.12,0,73.7,39.2,47.0,0,-34.629309,-60.962176,88.3,1.06
subclinica,2025-06-02 06:15:00,BOV_015,39.7,0,61.7,31.8,42.6,0,-34.629311,-60.962178,191.7,2.3
subclinica,2025-06-02 06:20:00,BOV_015,38.71,0,73.4,35.9,51.8,0,-34.629311,-60.962178,151.7,1.82
subclinica,2025-06-02 06:25:00,BOV_015,39.62,0,77.3,29.4,39.4,0,-34.629312,-60.962177,145.8,1.75
subclinica,2025-06-02 06:30:00,BOV_015,39.11,1,74.6,51.0,59.2,0,-34.629312,-60.962177,82.5,0.99
subclinica,2025-06-02 06:35:00,BOV_015,40.06,0,75.4,11.7,14.0,1,-34.629312,-60.962176,212.5,2.55
subclinica,2025-06-02 06:40:00,BOV_015,38.77,1,75.3,27.1,32.7,0,-34.629312,-60.962176,66.7,0.8
subclinica,2025-06-02 06:45:00,BOV_015,39.89,1,86.1,33.4,38.4,0,-34.629312,-60.962176,154.2,1.85
subclinica,2025-06-02 06:50:00,BOV_015,39.1,0,79.5,22.0,27.1,0,-34.629312,-60.962175,160.8,1.93
subclinica,2025-06-02 06:55:00,BOV_015,38.69,1,63.9,27.0,30.0,0,-34.629312,-60.962175,136.7,1.64
subclinica,2025-06-02 07:00:00,BOV_015,39.31,1,74.3,28.8,41.7,0,-34.629312,-60.962175,60.0,0.72
subclinica,2025-06-02 07:05:00,BOV_015,37.38,0,49.9,35.0,51.9,0,-34.629312,-60.962176,161.7,1.94
subclinica,2025-06-02 07:10:00,BOV_015,39.23,0,73.0,35.1,52.5,0,-34.629312,-60.962176,23.3,0.28
subclinica,2025-06-02 07:15:00,BOV_015,39.42,0,69.4,37.7,44.6,0,-34.629313,-60.962176,145.0,1.74
subclinica,2025-06-02 07:20:00,BOV_015,39.62,1,70.1,45.6,65.7,0,-34.629313,-60.962175,106.7,1.28
subclinica,2025-06-02 07:25:00,BOV_015,38.95,0,79.9,57.2,74.1,0,-34.629314,-60.962174,233.3,2.8
subclinica,2025-06-02 07:30:00,BOV_015,39.03,1,89.5,18.4,26.1,0,-34.629314,-60.962174,89.2,1.07
subclinica,2025-06-02 07:35:00,BOV_015,39.61,1,70.3,50.2,59.5,1,-34.629314,-60.962174,15.8,0.19
subclinica,2025-06-02 07:40:00,BOV_015,39.25,0,87.5,30.1,37.6,0,-34.629314,-60.962174,100.8,1.21
subclinica,2025-06-02 07:45:00,BOV_015,38.74,0,78.5,30.5,45.5,0,-34.629313,-60.962174,84.2,1.01
subclinica,2025-06-02 07:50:00,BOV_015,39.7,0,75.7,21.9,25.6,0,-34.629314,-60.962173,97.5,1.17
subclinica,2025-06-02 07:55:00,BOV_015,39.04,1,70.2,26.8,39.4,0,-34.629315,-60.962173,145.8,1.75
subclinica,2025-06-02 08:00:00,BOV_015,39.01,0,68.9,41.4,53.5,0,-34.629315,-60.962174,83.3,1.0
subclinica,2025-06-02 08:05:00,BOV_015,39.25,0,67.6,34.1,41.3,0,-34.629314,-60.962174,39.2,0.47
subclinica,2025-06-02 08:10:00,BOV_015,39.36,1,79.9,27.2,37.7,0,-34.629315,-60.962173,75.0,0.9
subclinica,2025-06-02 08:15:00,BOV_015,38.13,0,64.5,32.0,41.8,0,-34.629316,-60.962174,175.0,2.1
subclinica,2025-06-02 08:20:00,BOV_015,39.51,0,64.2,27.3,38.3,0,-34.629316,-60.962173,134.2,1.61
subclinica,2025-06-02 08:25:00,BOV_015,39.79,1,63.8,40.8,58.0,0,-34.629315,-60.962173,126.7,1.52
subclinica,2025-06-02 08:30:00,BOV_015,39.56,1,76.9,20.7,23.9,0,-34.629316,-60.962173,106.7,1.28
subclinica,2025-06-02 08:35:00,BOV_015,39.67,1,91.3,33.3,43.4,0,-34.629316,-60.962173,0.8,0.01
subclinica,2025-06-02 08:40:00,BOV_015,39.23,1,88.0,30.2,42.9,0,-34.629316,-60.962173,0.0,0.0
subclinica,2025-06-02 08:45:00,BOV_015,39.23,0,81.6,31.2,43.2,0,-34.629316,-60.962173,141.7,1.7
subclinica,2025-06-02 08:50:00,BOV_015,39.55,1,65.9,31.4,45.4,0,-34.629316,-60.962172,74.2,0.89
subclinica,2025-06-02 08:55:00,BOV_015,38.06,1,79.0,30.7,41.5,0,-34.629316,-60.962172,12.5,0.15
subclinica,2025-06-02 09:00:00,BOV_015,38.91,1,56.5,24.5,30.7,0,-34.629316,-60.962172,5.0,0.06
subclinica,2025-06-02 09:05:00,BOV_015,39.09,1,69.3,40.4,56.9,0,-34.629315,-60.962172,44.2,0.53
subclinica,2025-06-02 09:10:00,BOV_015,38.03,1,71.7,20.2,24.4,0,-34.629316,-60.962171,105.0,1.26
subclinica,2025-06-02 09:15:00,BOV_015,39.8,0,84.7,36.4,45.8,0,-34.629316,-60.962171,109.2,1.31
subclinica,2025-06-02 09:20:00,BOV_015,39.54,1,61.8,37.7,45.4,0,-34.629316,-60.962171,48.3,0.58
subclinica,2025-06-02 09:25:00,BOV_015,39.4,0,62.9,18.7,26.9,0,-34.629316,-60.962171,117.5,1.41
subclinica,2025-06-02 09:30:00,BOV_015,39.22,1,78.2,34.3,46.1,0,-34.629316,-60.962171,25.8,0.31
subclinica,2025-06-02 09:35:00,BOV_015,39.33,0,78.2,36.6,42.9,1,-34.629315,-60.962171,110.0,1.32
subclinica,2025-06-02 09:40:00,BOV_015,38.58,1,86.6,40.8,47.5,1,-34.629315,-60.962171,90.8,1.09
subclinica,2025-06-02 09:45:00,BOV_015,39.07,0,71.3,39.3,45.3,0,-34.629315,-60.962171,0.0,0.0
subclinica,2025-06-02 09:50:00,BOV_015,39.44,1,81.1,44.7,54.8,0,-34.629315,-60.962171,88.3,1.06
subclinica,2025-06-02 09:55:00,BOV_015,39.19,0,93.4,29.2,33.1,1,-34.629315,-60.962171,72.5,0.87
subclinica,2025-06-02 10:00:00,BOV_015,37.82,0,62.5,15.0,17.6,0,-34.629315,-60.962171,6.7,0.08
subclinica,2025-06-02 10:05:00,BOV_015,40.71,0,80.1,25.6,38.0,0,-34.629316,-60.962171,45.8,0.55
subclinica,2025-06-02 10:10:00,BOV_015,38.67,1,66.0,29.1,35.9,0,-34.629316,-60.962171,0.0,0.0
subclinica,2025-06-02 10:15:00,BOV_015,40.33,0,77.8,26.9,35.7,0,-34.629316,-60.962171,145.8,1.75
subclinica,2025-06-02 10:20:00,BOV_015,39.0,1,51.9,16.6,20.0,0,-34.629316,-60.962171,90.8,1.09
subclinica,2025-06-02 10:25:00,BOV_015,40.01,1,63.9,17.7,23.0,0,-34.629316,-60.962171,77.5,0.93
subclinica,2025-06-02 10:30:00,BOV_015,38.93,0,73.9,24.9,32.3,1,-34.629316,-60.962171,0.0,0.0
subclinica,2025-06-02 10:35:00,BOV_015,39.31,0,67.2,56.2,83.6,0,-34.629315,-60.962171,112.5,1.35
subclinica,2025-06-02 10:40:00,BOV_015,39.04,0,48.7,28.9,40.3,0,-34.629315,-60.962171,43.3,0.52
subclinica,2025-06-02 10:45:00,BOV_015,38.89,0,55.9,28.7,34.9,0,-34.629316,-60.962171,115.0,1.38
subclinica,2025-06-02 10:50:00,BOV_015,38.82,1,72.8,40.3,48.2,0,-34.629316,-60.962171,0.0,0.0
subclinica,2025-06-02 10:55:00,BOV_015,39.29,1,75.1,30.7,38.1,0,-34.629316,-60.962171,68.3,0.82
subclinica,2025-06-02 11:00:00,BOV_015,39.49,1,69.2,30.2,39.7,0,-34.629316,-60.962171,50.8,0.61
subclinica,2025-06-02 11:05:00,BOV_015,39.73,1,60.7,25.0,31.6,0,-34.629315,-60.962172,110.8,1.33
subclinica,2025-06-02 11:10:00,BOV_015,39.61,0,80.7,45.1,58.0,0,-34.629315,-60.962172,112.5,1.35
subclinica,2025-06-02 11:15:00,BOV_015,39.11,0,85.2,48.0,66.6,1,-34.629314,-60.962171,49.2,0.59
subclinica,2025-06-02 11:20:00,BOV_015,39.67,0,75.4,24.7,34.0,1,-34.629315,-60.962172,111.7,1.34
subclinica,2025-06-02 11:25:00,BOV_015,38.64,0,84.0,16.6,22.6,0,-34.629315,-60.962172,96.7,1.16
subclinica,2025-06-02 11:30:00,BOV_015,38.52,1,77.7,35.2,51.9,0,-34.629315,-60.962173,85.0,1.02
subclinica,2025-06-02 11:35:00,BOV_015,39.39,0,76.6,55.2,63.7,0,-34.629316,-60.962172,159.2,1.91
subclinica,2025-06-02 11:40:00,BOV_015,39.76,0,77.8,39.7,59.3,0,-34.629316,-60.962172,23.3,0.28
subclinica,2025-06-02 11:45:00,BOV_015,39.44,0,84.0,30.0,37.5,0,-34.629316,-60.962172,0.0,0.0
subclinica,2025-06-02 11:50:00,BOV_015,38.84,0,83.9,44.1,49.9,0,-34.629316,-60.962172,5.0,0.06
subclinica,2025-06-02 11:55:00,BOV_015,39.27,1,88.6,35.3,51.7,0,-34.629316,-60.962172,79.2,0.95
subclinica,2025-06-02 12:00:00,BOV_015,39.47,0,64.3,32.2,40.4,0,-34.629316,-60.962172,15.0,0.18
subclinica,2025-06-02 12:05:00,BOV_015,40.05,0,90.4,42.1,53.7,0,-34.629316,-60.962172,63.3,0.76
subclinica,2025-06-02 12:10:00,BOV_015,38.5,0,78.3,31.3,34.4,0,-34.629316,-60.962172,225.8,2.71
subclinica,2025-06-02 12:15:00,BOV_015,39.23,0,76.1,45.9,60.0,0,-34.629316,-60.962172,20.0,0.24
subclinica,2025-06-02 12:20:00,BOV_015,39.66,0,76.0,33.2,37.6,0,-34.629316,-60.962172,75.8,0.91
subclinica,2025-06-02 12:25:00,BOV_015,40.1,0,77.8,43.4,61.0,0,-34.629317,-60.962173,135.0,1.62
subclinica,2025-06-02 12:30:00,BOV_015,39.39,0,74.7,46.5,64.8,0,-34.629317,-60.962173,114.2,1.37
subclinica,2025-06-02 12:35:00,BOV_015,38.13,0,72.7,39.3,54.2,0,-34.629317,-60.962173,0.0,0.0
subclinica,2025-06-02 12:40:00,BOV_015,39.82,1,70.7,20.1,23.2,0,-34.629317,-60.962173,102.5,1.23
subclinica,2025-06-02 12:45:00,BOV_015,38.76,0,66.9,22.1,25.6,0,-34.629317,-60.962174,23.3,0.28
subclinica,2025-06-02 12:50:00,BOV_015,38.66,1,56.1,38.2,54.6,0,-34.629316,-60.962175,130.8,1.57
subclinica,2025-06-02 12:55:00,BOV_015,39.77,1,74.6,29.1,42.6,0,-34.629316,-60.962174,117.5,1.41
subclinica,2025-06-02 13:00:00,BOV_015,40.49,0,79.7,36.2,53.4,0,-34.629316,-60.962174,48.3,0.58
subclinica,2025-06-02 13:05:00,BOV_015,39.44,0,79.2,29.4,32.7,0,-34.629316,-60.962174,0.0,0.0
subclinica,2025-06-02 13:10:00,BOV_015,38.44,0,74.0,35.6,46.6,0,-34.629316,-60.962174,33.3,0.4
subclinica,2025-06-02 13:15:00,BOV_015,39.34,1,68.0,35.0,43.3,0,-34.629316,-60.962174,124.2,1.49
subclinica,2025-06-02 13:20:00,BOV_015,38.82,1,78.1,26.7,30.3,0,-34.629316,-60.962174,135.0,1.62
subclinica,2025-06-02 13:25:00,BOV_015,39.88,0,74.2,40.5,44.7,0,-34.629316,-60.962174,70.8,0.85
subclinica,2025-06-02 13:30:00,BOV_015,39.07,0,73.4,27.9,33.5,0,-34.629316,-60.962174,0.0,0.0
subclinica,2025-06-02 13:35:00,BOV_015,39.07,0,58.8,33.8,42.3,0,-34.629316,-60.962174,10.0,0.12
subclinica,2025-06-02 13:40:00,BOV_015,39.62,0,71.0,38.1,44.3,0,-34.629316,-60.962174,116.7,1.4
subclinica,2025-06-02 13:45:00,BOV_015,39.62,0,78.3,43.0,59.7,0,-34.629316,-60.962174,0.0,0.0
subclinica,2025-06-02 13:50:00,BOV_015,39.3,0,86.9,15.7,18.1,0,-34.629317,-60.962173,85.8,1.03
subclinica,2025-06-02 13:55:00,BOV_015,39.3,0,77.4,34.1,48.6,0,-34.629317,-60.962173,110.0,1.32
subclinica,2025-06-02 14:00:00,BOV_015,39.56,0,83.6,44.8,59.4,0,-34.629317,-60.962174,27.5,0.33
subclinica,2025-06-02 14:05:00,BOV_015,39.01,1,60.8,25.9,28.7,0,-34.629316,-60.962174,5.0,0.06
subclinica,2025-06-02 14:10:00,BOV_015,39.58,0,59.1,34.2,44.0,0,-34.629316,-60.962173,27.5,0.33
subclinica,2025-06-02 14:15:00,BOV_015,38.96,0,64.9,35.8,40.4,0,-34.629317,-60.962173,211.7,2.54
subclinica,2025-06-02 14:20:00,BOV_015,39.55,0,62.6,37.3,50.0,0,-34.629316,-60.962173,160.0,1.92
subclinica,2025-06-02 14:25:00,BOV_015,39.63,1,72.7,18.9,24.1,0,-34.629315,-60.962173,91.7,1.1
subclinica,2025-06-02 14:30:00,BOV_015,40.02,0,67.2,28.0,32.4,0,-34.629316,-60.962172,67.5,0.81
subclinica,2025-06-02 14:35:00,BOV_015,39.2,1,74.4,47.2,66.0,0,-34.629316,-60.962174,88.3,1.06
subclinica,2025-06-02 14:40:00,BOV_015,38.62,0,70.8,33.3,48.4,0,-34.629316,-60.962174,150.8,1.81
subclinica,2025-06-02 14:45:00,BOV_015,38.34,0,68.9,42.2,50.3,0,-34.629316,-60.962174,59.2,0.71
subclinica,2025-06-02 14:50:00,BOV_015,39.3,1,80.8,34.2,45.9,0,-34.629316,-60.962174,0.0,0.0
subclinica,2025-06-02 14:55:00,BOV_015,38.86,1,82.4,36.5,52.0,1,-34.629316,-60.962174,69.2,0.83
subclinica,2025-06-02 15:00:00,BOV_015,39.1,1,85.4,8.3,11.8,1,-34.629316,-60.962174,55.0,0.66
subclinica,2025-06-02 15:05:00,BOV_015,39.39,1,67.9,24.7,36.3,0,-34.629316,-60.962173,121.7,1.46
subclinica,2025-06-02 15:10:00,BOV_015,40.52,0,88.3,46.4,66.4,0,-34.629316,-60.962173,75.8,0.91
subclinica,2025-06-02 15:15:00,BOV_015,39.6,0,74.2,38.2,53.6,0,-34.629316,-60.962174,156.7,1.88
subclinica,2025-06-02 15:20:00,BOV_015,39.69,1,72.3,19.3,21.8,0,-34.629316,-60.962175,191.7,2.3
subclinica,2025-06-02 15:25:00,BOV_015,38.25,0,56.9,32.2,44.5,0,-34.629317,-60.962175,105.8,1.27
subclinica,2025-06-02 15:30:00,BOV_015,39.39,1,63.4,30.8,45.9,0,-34.629316,-60.962175,81.7,0.98
subclinica,2025-06-02 15:35:00,BOV_015,39.99,1,87.6,20.2,28.1,0,-34.629316,-60.962175,38.3,0.46
subclinica,2025-06-02 15:40:00,BOV_015,39.08,1,65.4,31.7,38.1,0,-34.629318,-60.962177,246.7,2.96
subclinica,2025-06-02 15:45:00,BOV_015,39.04,0,81.6,15.5,22.2,0,-34.629318,-60.962176,138.3,1.66
subclinica,2025-06-02 15:50:00,BOV_015,38.96,0,73.8,22.9,32.5,0,-34.629318,-60.962176,26.7,0.32
subclinica,2025-06-02 15:55:00,BOV_015,39.45,1,87.3,15.8,19.2,0,-34.62932,-60.962175,179.2,2.15
subclinica,2025-06-02 16:00:00,BOV_015,40.27,1,75.0,23.7,34.2,0,-34.629321,-60.962175,99.2,1.19
subclinica,2025-06-02 16:05:00,BOV_015,39.01,1,86.0,30.0,35.8,0,-34.62932,-60.962175,65.0,0.78
subclinica,2025-06-02 16:10:00,BOV_015,40.07,0,59.1,36.4,49.8,0,-34.62932,-60.962175,13.3,0.16
subclinica,2025-06-02 16:15:00,BOV_015,40.45,0,69.4,55.5,65.7,0,-34.62932,-60.962175,68.3,0.82
subclinica,2025-06-02 16:20:00,BOV_015,38.51,0,65.8,35.2,46.9,1,-34.62932,-60.962176,144.2,1.73
subclinica,2025-06-02 16:25:00,BOV_015,39.28,1,73.9,22.6,25.4,0,-34.62932,-60.962175,118.3,1.42
subclinica,2025-06-02 16:30:00,BOV_015,39.85,1,61.7,20.0,29.3,0,-34.629321,-60.962175,201.7,2.42
subclinica,2025-06-02 16:35:00,BOV_015,38.75,0,85.3,29.5,38.1,0,-34.629321,-60.962175,94.2,1.13
subclinica,2025-06-02 16:40:00,BOV_015,38.88,1,68.1,34.6,51.5,0,-34.629321,-60.962175,156.7,1.88
subclinica,2025-06-02 16:45:00,BOV_015,39.03,1,70.9,23.9,29.5,0,-34.629321,-60.962175,7.5,0.09
subclinica,2025-06-02 16:50:00,BOV_015,39.39,1,60.8,39.9,45.3,0,-34.629321,-60.962175,70.8,0.85
subclinica,2025-06-02 16:55:00,BOV_015,39.59,0,78.3,32.0,41.6,0,-34.629321,-60.962175,0.0,0.0
subclinica,2025-06-02 17:00:00,BOV_015,39.98,0,58.5,42.2,48.4,0,-34.629322,-60.962175,161.7,1.94
subclinica,2025-06-02 17:05:00,BOV_015,39.12,1,72.6,17.1,22.8,1,-34.629322,-60.962175,0.0,0.0
subclinica,2025-06-02 17:10:00,BOV_015,39.29,1,55.2,32.3,43.9,0,-34.629322,-60.962175,0.0,0.0
subclinica,2025-06-02 17:15:00,BOV_015,39.41,1,83.9,22.0,26.2,0,-34.629322,-60.962176,132.5,1.59
subclinica,2025-06-02 17:20:00,BOV_015,39.29,0,73.4,51.4,67.5,0,-34.629322,-60.962175,115.8,1.39
subclinica,2025-06-02 17:25:00,BOV_015,39.3,0,75.9,27.3,40.0,0,-34.629322,-60.962175,111.7,1.34
subclinica,2025-06-02 17:30:00,BOV_015,38.78,1,78.4,52.0,64.0,0,-34.629322,-60.962175,68.3,0.82
subclinica,2025-06-02 17:35:00,BOV_015,39.45,1,77.7,35.2,48.0,0,-34.629322,-60.962174,96.7,1.16
subclinica,2025-06-02 17:40:00,BOV_015,38.32,1,79.0,37.8,44.2,0,-34.629322,-60.962174,102.5,1.23
subclinica,2025-06-02 17:45:00,BOV_015,39.7,0,85.0,31.2,41.1,0,-34.629322,-60.962174,27.5,0.33
subclinica,2025-06-02 17:50:00,BOV_015,40.03,1,65.2,29.1,35.6,1,-34.629322,-60.962172,146.7,1.76
subclinica,2025-06-02 17:55:00,BOV_015,39.05,0,77.9,25.2,29.1,1,-34.629322,-60.962172,110.0,1.32
